airfoilboi 
0.999973 0.000004 
0.999890 0.000016 
0.999753 0.000036 
0.999561 0.000064 
0.999315 0.000100 
0.999013 0.000143 
0.998657 0.000195 
0.998246 0.000255 
0.997781 0.000322 
0.997261 0.000397 
0.996686 0.000481 
0.996057 0.000572 
0.995374 0.000670 
0.994636 0.000777 
0.993844 0.000891 
0.992998 0.001013 
0.992098 0.001143 
0.991144 0.001280 
0.990136 0.001425 
0.989074 0.001577 
0.987958 0.001737 
0.986789 0.001904 
0.985567 0.002078 
0.984292 0.002260 
0.982963 0.002449 
0.981581 0.002646 
0.980147 0.002849 
0.978660 0.003059 
0.977120 0.003277 
0.975528 0.003501 
0.973884 0.003733 
0.972188 0.003971 
0.970440 0.004216 
0.968641 0.004467 
0.966790 0.004725 
0.964888 0.004990 
0.962935 0.005261 
0.960932 0.005538 
0.958877 0.005822 
0.956773 0.006112 
0.954618 0.006408 
0.952414 0.006710 
0.950159 0.007018 
0.947856 0.007331 
0.945503 0.007651 
0.943102 0.007976 
0.940652 0.008307 
0.938153 0.008643 
0.935607 0.008985 
0.933013 0.009332 
0.930371 0.009684 
0.927682 0.010041 
0.924946 0.010403 
0.922164 0.010770 
0.919335 0.011142 
0.916461 0.011519 
0.913540 0.011900 
0.910575 0.012286 
0.907564 0.012676 
0.904508 0.013071 
0.901409 0.013470 
0.898265 0.013873 
0.895078 0.014280 
0.891847 0.014690 
0.888573 0.015105 
0.885257 0.015523 
0.881898 0.015945 
0.878498 0.016371 
0.875056 0.016800 
0.871572 0.017232 
0.868049 0.017667 
0.864484 0.018106 
0.860880 0.018547 
0.857236 0.018991 
0.853553 0.019438 
0.849832 0.019888 
0.846072 0.020340 
0.842274 0.020795 
0.838438 0.021252 
0.834565 0.021712 
0.830656 0.022173 
0.826710 0.022637 
0.822729 0.023102 
0.818712 0.023569 
0.814660 0.024038 
0.810574 0.024509 
0.806454 0.024981 
0.802300 0.025454 
0.798112 0.025929 
0.793893 0.026405 
0.789641 0.026882 
0.785357 0.027360 
0.781042 0.027838 
0.776696 0.028318 
0.772320 0.028798 
0.767913 0.029279 
0.763478 0.029760 
0.759014 0.030241 
0.754521 0.030723 
0.750000 0.031204 
0.745452 0.031686 
0.740877 0.032168 
0.736275 0.032649 
0.731648 0.033130 
0.726995 0.033610 
0.722318 0.034090 
0.717616 0.034570 
0.712890 0.035048 
0.708140 0.035526 
0.703368 0.036002 
0.698574 0.036478 
0.693758 0.036952 
0.688920 0.037425 
0.684062 0.037896 
0.679184 0.038366 
0.674286 0.038834 
0.669369 0.039300 
0.664433 0.039764 
0.659480 0.040226 
0.654508 0.040686 
0.649520 0.041144 
0.644516 0.041599 
0.639496 0.042052 
0.634460 0.042502 
0.629410 0.042949 
0.624345 0.043394 
0.619267 0.043835 
0.614175 0.044273 
0.609072 0.044708 
0.603956 0.045140 
0.598829 0.045568 
0.593691 0.045992 
0.588542 0.046413 
0.583384 0.046829 
0.578217 0.047242 
0.573042 0.047651 
0.567858 0.048055 
0.562667 0.048455 
0.557469 0.048850 
0.552264 0.049241 
0.547054 0.049626 
0.541839 0.050007 
0.536619 0.050383 
0.531395 0.050754 
0.526168 0.051119 
0.520938 0.051479 
0.515705 0.051833 
0.510471 0.052182 
0.505236 0.052525 
0.500000 0.052862 
0.494764 0.053192 
0.489529 0.053517 
0.484295 0.053835 
0.479062 0.054146 
0.473832 0.054451 
0.468605 0.054749 
0.463381 0.055041 
0.458161 0.055325 
0.452946 0.055602 
