airfoilboi                                      
 Alfa =   5.00000 Re =  2362708.250 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00009  0.21815
   0.99898  0.00044  0.21700
   0.99658  0.00127  0.21400
   0.99128  0.00307  0.20585
   0.98037  0.00666  0.18311
   0.96771  0.01066  0.14849
   0.95495  0.01451  0.10715
   0.94214  0.01821  0.06218
   0.92930  0.02177  0.01641
   0.91641  0.02519 -0.02809
   0.90350  0.02848 -0.06993
   0.89055  0.03165 -0.10874
   0.87758  0.03472 -0.14413
   0.86458  0.03768 -0.17660
   0.85156  0.04054 -0.20632
   0.83853  0.04332 -0.23359
   0.82547  0.04601 -0.25901
   0.81240  0.04863 -0.28256
   0.79932  0.05118 -0.30477
   0.78622  0.05366 -0.32624
   0.77312  0.05608 -0.34647
   0.76000  0.05845 -0.36658
   0.74687  0.06077 -0.38582
   0.73373  0.06303 -0.40530
   0.72059  0.06525 -0.42460
   0.70744  0.06743 -0.44381
   0.69428  0.06956 -0.46381
   0.68112  0.07166 -0.48360
   0.66795  0.07371 -0.50416
   0.65477  0.07572 -0.52512
   0.64159  0.07770 -0.54680
   0.62840  0.07964 -0.56911
   0.61521  0.08153 -0.59217
   0.60201  0.08339 -0.61625
   0.58880  0.08520 -0.64096
   0.57559  0.08697 -0.66673
   0.56237  0.08868 -0.69335
   0.54915  0.09035 -0.72089
   0.53592  0.09196 -0.74949
   0.52268  0.09352 -0.77919
   0.50943  0.09501 -0.80958
   0.49618  0.09644 -0.84114
   0.48292  0.09779 -0.87322
   0.46965  0.09907 -0.90673
   0.45637  0.10027 -0.94069
   0.44309  0.10138 -0.97505
   0.42980  0.10239 -1.01048
   0.41650  0.10331 -1.04589
   0.40320  0.10412 -1.08118
   0.38988  0.10481 -1.11660
   0.37657  0.10538 -1.15032
   0.36325  0.10582 -1.18280
   0.34992  0.10613 -1.21327
   0.33659  0.10629 -1.24809
   0.32326  0.10630 -1.32096
   0.30993  0.10614 -1.42434
   0.29661  0.10582 -1.44307
   0.28329  0.10532 -1.46690
   0.26998  0.10462 -1.49349
   0.25668  0.10374 -1.52180
   0.24339  0.10264 -1.55050
   0.23013  0.10133 -1.57935
   0.21689  0.09979 -1.60629
   0.20367  0.09802 -1.63220
   0.19050  0.09601 -1.65530
   0.17736  0.09374 -1.67654
   0.16428  0.09120 -1.69449
   0.15125  0.08838 -1.71041
   0.13829  0.08527 -1.72298
   0.12541  0.08185 -1.73297
   0.11261  0.07810 -1.74123
   0.09993  0.07401 -1.74589
   0.08737  0.06954 -1.74946
   0.07497  0.06466 -1.75025
   0.06276  0.05932 -1.74899
   0.05079  0.05345 -1.74509
   0.03915  0.04695 -1.73250
   0.02799  0.03968 -1.70227
   0.01756  0.03138 -1.61624
   0.00843  0.02170 -1.37548
   0.00186  0.01016 -0.68336
   0.00038 -0.00237  0.61162
   0.00974 -0.01145  0.92627
   0.02196 -0.01674  0.76091
   0.03475 -0.02048  0.62600
   0.04777 -0.02333  0.53010
   0.06090 -0.02561  0.46448
   0.07411 -0.02745  0.41172
   0.08735 -0.02896  0.37166
   0.10062 -0.03020  0.33946
   0.11391 -0.03122  0.31329
   0.12721 -0.03206  0.29158
   0.14053 -0.03274  0.27357
   0.15384 -0.03329  0.25820
   0.16717 -0.03371  0.24488
   0.18049 -0.03403  0.23404
   0.19382 -0.03426  0.22390
   0.20715 -0.03440  0.21543
   0.22048 -0.03447  0.20803
   0.23381 -0.03447  0.20130
   0.24714 -0.03440  0.19540
   0.26047 -0.03428  0.19022
   0.27379 -0.03410  0.18550
   0.28712 -0.03388  0.18149
   0.30045 -0.03361  0.17756
   0.31378 -0.03330  0.17460
   0.32710 -0.03295  0.17145
   0.34042 -0.03256  0.16896
   0.35375 -0.03213  0.16660
   0.36707 -0.03167  0.16472
   0.38039 -0.03118  0.16298
   0.39371 -0.03066  0.16145
   0.40703 -0.03011  0.16029
   0.42034 -0.02954  0.15932
   0.43366 -0.02893  0.15859
   0.44697 -0.02830  0.15807
   0.46029 -0.02765  0.15781
   0.47360 -0.02697  0.15787
   0.48691 -0.02628  0.15790
   0.50022 -0.02556  0.15831
   0.51353 -0.02482  0.15889
   0.52684 -0.02406  0.15963
   0.54015 -0.02329  0.16068
   0.55345 -0.02250  0.16185
   0.56676 -0.02169  0.16316
   0.58006 -0.02087  0.16479
   0.59337 -0.02004  0.16654
   0.60667 -0.01919  0.16835
   0.61997 -0.01834  0.17046
   0.63327 -0.01748  0.17278
   0.64657 -0.01661  0.17513
   0.65987 -0.01574  0.17761
   0.67318 -0.01486  0.18039
   0.68648 -0.01398  0.18311
   0.69978 -0.01311  0.18606
   0.71308 -0.01224  0.18899
   0.72638 -0.01137  0.19203
   0.73968 -0.01051  0.19519
   0.75298 -0.00966  0.19822
   0.76629 -0.00882  0.20146
   0.77959 -0.00801  0.20451
   0.79290 -0.00721  0.20769
   0.80620 -0.00643  0.21075
   0.81951 -0.00568  0.21362
   0.83282 -0.00495  0.21648
   0.84613 -0.00426  0.21924
   0.85945 -0.00361  0.22172
   0.87276 -0.00300  0.22412
   0.88608 -0.00243  0.22611
   0.89940 -0.00191  0.22787
   0.91272 -0.00145  0.22924
   0.92604 -0.00104  0.23003
   0.93937 -0.00070  0.23033
   0.95270 -0.00043  0.22974
   0.96602 -0.00023  0.22816
   0.97929 -0.00011  0.22519
   0.99079 -0.00007  0.22149
   0.99638 -0.00008  0.21929
   0.99892 -0.00009  0.21871
   1.00000 -0.00009  0.21815
